TALUKA_NAME,target_crop,soil_moisture
Shrirampur,SUGARCANE,0.844961904
Shrirampur,SUGARCANE,0.788805287
Shrirampur,SUGARCANE,0.937581825
Shrirampur,SUGARCANE,0.892272565
Shrirampur,SUGARCANE,0.856623493
Shrirampur,SUGARCANE,0.744841722
Shrirampur,SUGARCANE,0.729162073
Shrirampur,SUGARCANE,0.872523734
Shrirampur,SUGARCANE,0.77283752
Shrirampur,SUGARCANE,0.875794115
Shrirampur,SUGARCANE,0.784117753
Shrirampur,SUGARCANE,0.83331417
Shrirampur,SUGARCANE,0.800791947
Shrirampur,SUGARCANE,0.850899427
Shrirampur,SUGARCANE,0.744848666
Shrirampur,SUGARCANE,0.744408143
Shrirampur,SUGARCANE,0.730269804
Shrirampur,SUGARCANE,0.99286808
Shrirampur,SUGARCANE,0.854652524
Shrirampur,SUGARCANE,0.974487689
Shrirampur,SUGARCANE,0.752102215
Shrirampur,SUGARCANE,0.944130734
Shrirampur,SUGARCANE,0.759189065
Shrirampur,SUGARCANE,0.806624856
Shrirampur,SUGARCANE,0.962609671
Shrirampur,SUGARCANE,0.738345038
Shrirampur,SUGARCANE,0.987234542
Shrirampur,SUGARCANE,0.825378073
Shrirampur,SUGARCANE,0.70635346
Shrirampur,SUGARCANE,0.928841221
Shrirampur,SUGARCANE,0.777000271
Shrirampur,SUGARCANE,0.728820466
Shrirampur,SUGARCANE,0.75092193
Shrirampur,SUGARCANE,0.762554902
Shrirampur,SUGARCANE,0.852204905
Shrirampur,SUGARCANE,0.863890822
Shrirampur,SUGARCANE,0.862963599
Shrirampur,SUGARCANE,0.864002293
Shrirampur,SUGARCANE,0.820649023
Shrirampur,SUGARCANE,0.73994601
Shrirampur,SUGARCANE,0.864671598
Shrirampur,SUGARCANE,0.763498496
Shrirampur,SUGARCANE,0.707716905
Shrirampur,SUGARCANE,0.965299171
Shrirampur,SUGARCANE,0.871626283
Shrirampur,SUGARCANE,0.903566333
Shrirampur,SUGARCANE,0.790840814
Shrirampur,SUGARCANE,0.934026336
Shrirampur,SUGARCANE,0.856154075
Shrirampur,SUGARCANE,0.972764059
Shrirampur,SUGARCANE,0.911394446
Shrirampur,SUGARCANE,0.880548738
Shrirampur,SUGARCANE,0.917412615
Shrirampur,SUGARCANE,0.966218563
Shrirampur,SUGARCANE,0.912809546
Shrirampur,SUGARCANE,0.868120491
Shrirampur,SUGARCANE,0.745821655
Shrirampur,SUGARCANE,0.919443344
Shrirampur,SUGARCANE,0.973401486
Shrirampur,SUGARCANE,0.760882095
Shrirampur,SUGARCANE,0.984017141
Shrirampur,SUGARCANE,0.887473662
Shrirampur,SUGARCANE,0.722175096
Shrirampur,SUGARCANE,0.718341527
Shrirampur,SUGARCANE,0.764475703
Shrirampur,SUGARCANE,0.928244935
Shrirampur,SUGARCANE,0.926964712
Shrirampur,SUGARCANE,0.762973776
Shrirampur,SUGARCANE,0.764277144
Shrirampur,SUGARCANE,0.872176589
Shrirampur,SUGARCANE,0.719551605
Shrirampur,SUGARCANE,0.984639603
Shrirampur,SUGARCANE,0.764416077
Shrirampur,SUGARCANE,0.864423061
Shrirampur,SUGARCANE,0.971545474
Shrirampur,SUGARCANE,0.961475962
Shrirampur,SUGARCANE,0.811097533
Shrirampur,SUGARCANE,0.753480622
Shrirampur,SUGARCANE,0.815489432
Shrirampur,SUGARCANE,0.868046885
Shrirampur,SUGARCANE,0.746312771
Shrirampur,SUGARCANE,0.918786034
Shrirampur,SUGARCANE,0.733404902
Shrirampur,SUGARCANE,0.860049887
Shrirampur,SUGARCANE,0.717120139
Shrirampur,SUGARCANE,0.73097635
Shrirampur,SUGARCANE,0.772217234
Shrirampur,SUGARCANE,0.720623553
Shrirampur,SUGARCANE,0.958332013
Shrirampur,SUGARCANE,0.709751969
Shrirampur,SUGARCANE,0.78286221
Shrirampur,SUGARCANE,0.709977746
Shrirampur,SUGARCANE,0.719874817
Shrirampur,SUGARCANE,0.900974015
Shrirampur,SUGARCANE,0.978918264
Shrirampur,SUGARCANE,0.791566754
Shrirampur,SUGARCANE,0.747682324
Shrirampur,SUGARCANE,0.832458935
Shrirampur,SUGARCANE,0.877027059
Shrirampur,SUGARCANE,0.722379573
Shrirampur,SUGARCANE,0.78869822
Shrirampur,SUGARCANE,0.853526337
Shrirampur,SUGARCANE,0.821243845
Shrirampur,SUGARCANE,0.73226082
Shrirampur,SUGARCANE,0.74391589
Shrirampur,SUGARCANE,0.737696729
Shrirampur,SUGARCANE,0.957462334
Shrirampur,SUGARCANE,0.767014642
Shrirampur,SUGARCANE,0.76646735
Shrirampur,SUGARCANE,0.907930816
Shrirampur,SUGARCANE,0.823304321
Shrirampur,SUGARCANE,0.979476069
Shrirampur,SUGARCANE,0.914019782
Shrirampur,SUGARCANE,0.88509978
Shrirampur,SUGARCANE,0.705454187
Shrirampur,SUGARCANE,0.931294841
Shrirampur,SUGARCANE,0.79824583
Shrirampur,SUGARCANE,0.943604346
Shrirampur,SUGARCANE,0.858603079
Shrirampur,SUGARCANE,0.98782594
Shrirampur,SUGARCANE,0.824218846
Shrirampur,SUGARCANE,0.861739183
Shrirampur,SUGARCANE,0.836237525
Shrirampur,SUGARCANE,0.924665998
Shrirampur,SUGARCANE,0.978213731
Shrirampur,SUGARCANE,0.787039669
Shrirampur,SUGARCANE,0.790839819
Shrirampur,SUGARCANE,0.862584572
Shrirampur,SUGARCANE,0.838879586
Shrirampur,SUGARCANE,0.820909337
Shrirampur,SUGARCANE,0.834114646
Shrirampur,SUGARCANE,0.843397896
Shrirampur,SUGARCANE,0.963418481
Shrirampur,SUGARCANE,0.96288944
Shrirampur,SUGARCANE,0.974637127
Shrirampur,SUGARCANE,0.753088529
Shrirampur,SUGARCANE,0.703212133
Shrirampur,SUGARCANE,0.806891346
Shrirampur,SUGARCANE,0.991111082
Shrirampur,SUGARCANE,0.745403067
Shrirampur,SUGARCANE,0.923525363
Shrirampur,SUGARCANE,0.716660308
Shrirampur,SUGARCANE,0.808632832
Shrirampur,SUGARCANE,0.759341702
Shrirampur,SUGARCANE,0.780554333
Shrirampur,SUGARCANE,0.786206378
Shrirampur,SUGARCANE,0.799822443
Shrirampur,SUGARCANE,0.776534871
Shrirampur,SUGARCANE,0.916612848
Shrirampur,SUGARCANE,0.945868993
Shrirampur,SUGARCANE,0.783111208
Shrirampur,SUGARCANE,0.9825189
Shrirampur,SUGARCANE,0.726360416
Shrirampur,SUGARCANE,0.957176302
Shrirampur,SUGARCANE,0.799933816
Shrirampur,SUGARCANE,0.777034349
Shrirampur,SUGARCANE,0.990161562
Shrirampur,SUGARCANE,0.862922823
Shrirampur,SUGARCANE,0.808285646
Shrirampur,SUGARCANE,0.826756159
Shrirampur,SUGARCANE,0.727421377
Shrirampur,SUGARCANE,0.906282464
Shrirampur,SUGARCANE,0.8406661
Shrirampur,SUGARCANE,0.7278936
Shrirampur,SUGARCANE,0.90998875
Shrirampur,SUGARCANE,0.727759725
Shrirampur,SUGARCANE,0.906344992
Shrirampur,SUGARCANE,0.750463506
Shrirampur,SUGARCANE,0.718321092
Shrirampur,SUGARCANE,0.763218002
Shrirampur,SUGARCANE,0.721504008
Shrirampur,SUGARCANE,0.893808404
Shrirampur,SUGARCANE,0.806633017
Shrirampur,SUGARCANE,0.704813668
Shrirampur,SUGARCANE,0.950209915
Shrirampur,SUGARCANE,0.974841608
Shrirampur,SUGARCANE,0.710287419
Shrirampur,SUGARCANE,0.732363471
Shrirampur,SUGARCANE,0.763383713
Shrirampur,SUGARCANE,0.72382495
Shrirampur,SUGARCANE,0.786162442
Shrirampur,SUGARCANE,0.870421764
Shrirampur,SUGARCANE,0.700873157
Shrirampur,SUGARCANE,0.893976665
Shrirampur,SUGARCANE,0.796587888
Shrirampur,SUGARCANE,0.78582261
Shrirampur,SUGARCANE,0.949846901
Shrirampur,SUGARCANE,0.833541959
Shrirampur,SUGARCANE,0.75659647
Shrirampur,SUGARCANE,0.838009593
Shrirampur,SUGARCANE,0.766295437
Shrirampur,SUGARCANE,0.829329776
Shrirampur,SUGARCANE,0.703395774
Shrirampur,SUGARCANE,0.706974838
Shrirampur,SUGARCANE,0.863904656
Shrirampur,SUGARCANE,0.946423516
Shrirampur,SUGARCANE,0.867305379
Shrirampur,SUGARCANE,0.930016996
Shrirampur,SUGARCANE,0.875732486
Shrirampur,SUGARCANE,0.772302584
Shrirampur,SUGARCANE,0.975887982
Shrirampur,SUGARCANE,0.953722583
Shrirampur,SUGARCANE,0.867702163
Shrirampur,SUGARCANE,0.984847441
Shrirampur,SUGARCANE,0.906985544
Shrirampur,SUGARCANE,0.903208324
Shrirampur,SUGARCANE,0.849609552
Shrirampur,SUGARCANE,0.879362925
Shrirampur,SUGARCANE,0.839532276
Shrirampur,SUGARCANE,0.865029843
Shrirampur,SUGARCANE,0.892509635
Shrirampur,SUGARCANE,0.778606909
Shrirampur,SUGARCANE,0.894574109
Shrirampur,SUGARCANE,0.811143468
Shrirampur,SUGARCANE,0.806914406
Shrirampur,SUGARCANE,0.862425448
Shrirampur,SUGARCANE,0.992930462
Shrirampur,SUGARCANE,0.884588574
Shrirampur,SUGARCANE,0.813660001
Shrirampur,SUGARCANE,0.917572808
Shrirampur,SUGARCANE,0.710957511
Shrirampur,SUGARCANE,0.896895995
Shrirampur,SUGARCANE,0.848371398
Shrirampur,SUGARCANE,0.856609775
Shrirampur,SUGARCANE,0.842251127
Shrirampur,SUGARCANE,0.999962093
Shrirampur,SUGARCANE,0.936916804
Shrirampur,SUGARCANE,0.852202951
Shrirampur,SUGARCANE,0.717546435
Shrirampur,SUGARCANE,0.951403728
Shrirampur,SUGARCANE,0.794234709
Shrirampur,SUGARCANE,0.962160819
Shrirampur,SUGARCANE,0.945836651
Shrirampur,SUGARCANE,0.98052126
Shrirampur,SUGARCANE,0.906166799
Shrirampur,SUGARCANE,0.96433773
Shrirampur,SUGARCANE,0.959797457
Shrirampur,SUGARCANE,0.915779256
Shrirampur,SUGARCANE,0.997329729
Shrirampur,SUGARCANE,0.999921341
Shrirampur,SUGARCANE,0.805255107
Shrirampur,SUGARCANE,0.893759809
Shrirampur,SUGARCANE,0.851709856
Shrirampur,SUGARCANE,0.741024846
Shrirampur,SUGARCANE,0.955218463
Shrirampur,SUGARCANE,0.73886339
Shrirampur,SUGARCANE,0.838380649
Shrirampur,SUGARCANE,0.777519582
Shrirampur,SUGARCANE,0.808137048
Shrirampur,SUGARCANE,0.969670337
Shrirampur,SUGARCANE,0.905634899
Shrirampur,SUGARCANE,0.729457301
Shrirampur,SUGARCANE,0.828306485
Shrirampur,SUGARCANE,0.936319861
Shrirampur,SUGARCANE,0.793545561
Shrirampur,SUGARCANE,0.882722229
Shrirampur,SUGARCANE,0.864965259
Shrirampur,SUGARCANE,0.828227931
Shrirampur,SUGARCANE,0.71194725
Shrirampur,SUGARCANE,0.920277065
Shrirampur,SUGARCANE,0.740652438
Shrirampur,SUGARCANE,0.880088138
Shrirampur,SUGARCANE,0.899779963
Shrirampur,SUGARCANE,0.912145856
Shrirampur,SUGARCANE,0.937918436
Shrirampur,SUGARCANE,0.90027869
Shrirampur,SUGARCANE,0.938112109
Shrirampur,SUGARCANE,0.706106211
Shrirampur,SUGARCANE,0.94141903
Shrirampur,SUGARCANE,0.991856493
Shrirampur,SUGARCANE,0.845560073
Shrirampur,SUGARCANE,0.90678174
Shrirampur,SUGARCANE,0.837339603
Shrirampur,SUGARCANE,0.849316383
Shrirampur,SUGARCANE,0.737900306
Shrirampur,SUGARCANE,0.753053987
Shrirampur,SUGARCANE,0.74565905
Shrirampur,SUGARCANE,0.72666262
Shrirampur,SUGARCANE,0.939215851
Shrirampur,SUGARCANE,0.879099673
Shrirampur,SUGARCANE,0.706598974
Shrirampur,SUGARCANE,0.742778723
Shrirampur,SUGARCANE,0.76851694
Shrirampur,SUGARCANE,0.858896654
Shrirampur,SUGARCANE,0.994153528
Shrirampur,SUGARCANE,0.784358881
Shrirampur,SUGARCANE,0.780438633
Shrirampur,SUGARCANE,0.900216513
Shrirampur,SUGARCANE,0.985417814
Shrirampur,SUGARCANE,0.792748115
Shrirampur,SUGARCANE,0.805655751
Shrirampur,SUGARCANE,0.71275157
Shrirampur,SUGARCANE,0.843038481
Shrirampur,SUGARCANE,0.837255771
Shrirampur,SUGARCANE,0.910026948
Shrirampur,SUGARCANE,0.847672196
Shrirampur,SUGARCANE,0.785360332
Shrirampur,SUGARCANE,0.783274317
Shrirampur,SUGARCANE,0.90294216
Shrirampur,SUGARCANE,0.975739401
Shrirampur,SUGARCANE,0.829791344
Shrirampur,SUGARCANE,0.871924853
Shrirampur,SUGARCANE,0.877823943
Shrirampur,SUGARCANE,0.897475927
Shrirampur,SUGARCANE,0.91435772
Shrirampur,SUGARCANE,0.759429212
Shrirampur,SUGARCANE,0.846464349
Shrirampur,SUGARCANE,0.913955384
Shrirampur,SUGARCANE,0.920454709
Shrirampur,SUGARCANE,0.882890153
Shrirampur,SUGARCANE,0.829361237
Shrirampur,SUGARCANE,0.795338172
Shrirampur,SUGARCANE,0.875828185
Shrirampur,SUGARCANE,0.866534476
Shrirampur,SUGARCANE,0.871788825
Shrirampur,SUGARCANE,0.938177846
Shrirampur,SUGARCANE,0.79929256
Shrirampur,SUGARCANE,0.925860343
Shrirampur,SUGARCANE,0.981948754
Shrirampur,SUGARCANE,0.817556398
Shrirampur,SUGARCANE,0.962003674
Shrirampur,SUGARCANE,0.812999381
Shrirampur,SUGARCANE,0.9041641
Shrirampur,SUGARCANE,0.840435248
Shrirampur,SUGARCANE,0.989771153
Shrirampur,SUGARCANE,0.82680553
Shrirampur,SUGARCANE,0.991203927
Shrirampur,SUGARCANE,0.952287374
Shrirampur,SUGARCANE,0.789947161
Shrirampur,SUGARCANE,0.970435697
Shrirampur,SUGARCANE,0.990057604
Shrirampur,SUGARCANE,0.784652765
Shrirampur,SUGARCANE,0.85739342
Shrirampur,SUGARCANE,0.756926348
Shrirampur,SUGARCANE,0.866398916
Shrirampur,SUGARCANE,0.889629411
Shrirampur,SUGARCANE,0.806861329
Shrirampur,SUGARCANE,0.92769912
Shrirampur,SUGARCANE,0.838819302
Shrirampur,SUGARCANE,0.796450235
Shrirampur,SUGARCANE,0.93266607
Shrirampur,SUGARCANE,0.83935376
Shrirampur,SUGARCANE,0.763223048
Shrirampur,SUGARCANE,0.78287949
Shrirampur,SUGARCANE,0.751148256
Shrirampur,SUGARCANE,0.781883946
Shrirampur,SUGARCANE,0.747530147
Shrirampur,SUGARCANE,0.893877241
Shrirampur,SUGARCANE,0.80350047
Shrirampur,SUGARCANE,0.749006736
Shrirampur,SUGARCANE,0.836163436
Shrirampur,SUGARCANE,0.780321483
Shrirampur,SUGARCANE,0.916202072
Shrirampur,SUGARCANE,0.759176239
Shrirampur,SUGARCANE,0.929483729
Shrirampur,SUGARCANE,0.854258243
Shrirampur,SUGARCANE,0.84133286
Shrirampur,SUGARCANE,0.780340269
Shrirampur,SUGARCANE,0.820405612
Shrirampur,SUGARCANE,0.952565622
Shrirampur,SUGARCANE,0.724041197
Shrirampur,SUGARCANE,0.802141703
Shrirampur,SUGARCANE,0.841580006
Shrirampur,SUGARCANE,0.798668315
Shrirampur,SUGARCANE,0.701387132
Shrirampur,SUGARCANE,0.734376302
Shrirampur,SUGARCANE,0.948829829
Shrirampur,SUGARCANE,0.864673578
Shrirampur,SUGARCANE,0.892296077
Shrirampur,SUGARCANE,0.789011632
Shrirampur,SUGARCANE,0.769233933
Shrirampur,SUGARCANE,0.721443156
Shrirampur,SUGARCANE,0.701344998
Shrirampur,SUGARCANE,0.778748936
Shrirampur,SUGARCANE,0.97869513
Shrirampur,SUGARCANE,0.932134149
Shrirampur,SUGARCANE,0.90320752
Shrirampur,SUGARCANE,0.884800606
Shrirampur,SUGARCANE,0.955574937
Shrirampur,SUGARCANE,0.724244747
Shrirampur,SUGARCANE,0.747016106
Shrirampur,SUGARCANE,0.786588014
Shrirampur,SUGARCANE,0.867957222
Shrirampur,SUGARCANE,0.967383562
Shrirampur,SUGARCANE,0.845333871
Shrirampur,SUGARCANE,0.986164503
Shrirampur,SUGARCANE,0.701386181
Shrirampur,SUGARCANE,0.994240993
Shrirampur,SUGARCANE,0.908599006
Shrirampur,SUGARCANE,0.765738709
Shrirampur,SUGARCANE,0.732076996
Shrirampur,SUGARCANE,0.837182277
Shrirampur,SUGARCANE,0.884234028
Shrirampur,SUGARCANE,0.841556968
Shrirampur,SUGARCANE,0.712980249
Shrirampur,SUGARCANE,0.98980161
Shrirampur,SUGARCANE,0.969371081
Shrirampur,SUGARCANE,0.969124223
Shrirampur,SUGARCANE,0.771109986
Shrirampur,SUGARCANE,0.838708842
Shrirampur,SUGARCANE,0.991155853
Shrirampur,SUGARCANE,0.752459033
Shrirampur,SUGARCANE,0.814349027
Shrirampur,SUGARCANE,0.765937397
Shrirampur,SUGARCANE,0.752518536
Shrirampur,SUGARCANE,0.795012301
Shrirampur,SUGARCANE,0.891132067
Shrirampur,SUGARCANE,0.923496712
Shrirampur,SUGARCANE,0.790218884
Shrirampur,SUGARCANE,0.875218138
Shrirampur,SUGARCANE,0.860508317
Shrirampur,SUGARCANE,0.710135133
Shrirampur,SUGARCANE,0.998132662
Shrirampur,SUGARCANE,0.888134092
Shrirampur,SUGARCANE,0.719332241
Shrirampur,SUGARCANE,0.804534285
Shrirampur,SUGARCANE,0.985823363
Shrirampur,SUGARCANE,0.932752133
Shrirampur,SUGARCANE,0.914658431
Shrirampur,SUGARCANE,0.988595417
Shrirampur,SUGARCANE,0.863442014
Shrirampur,SUGARCANE,0.86497533
Shrirampur,SUGARCANE,0.835295018
Shrirampur,SUGARCANE,0.76331912
Shrirampur,SUGARCANE,0.805571399
Shrirampur,SUGARCANE,0.758888615
Shrirampur,SUGARCANE,0.743919495
Shrirampur,SUGARCANE,0.764574221
Shrirampur,SUGARCANE,0.825440125
Shrirampur,SUGARCANE,0.733606285
Shrirampur,SUGARCANE,0.762794832
Shrirampur,SUGARCANE,0.710938852
Shrirampur,SUGARCANE,0.954174764
Shrirampur,SUGARCANE,0.705859607
Shrirampur,SUGARCANE,0.92159903
Shrirampur,SUGARCANE,0.810146698
Shrirampur,SUGARCANE,0.717631506
Shrirampur,SUGARCANE,0.830838603
Shrirampur,SUGARCANE,0.908353893
Shrirampur,SUGARCANE,0.756711392
Shrirampur,SUGARCANE,0.773755196
Shrirampur,SUGARCANE,0.784614366
Shrirampur,SUGARCANE,0.891752763
Shrirampur,SUGARCANE,0.74230664
Shrirampur,SUGARCANE,0.951075401
Shrirampur,SUGARCANE,0.94902996
Shrirampur,SUGARCANE,0.81637756
Shrirampur,SUGARCANE,0.820211484
Shrirampur,SUGARCANE,0.812010532
Shrirampur,SUGARCANE,0.791903173
Shrirampur,SUGARCANE,0.759061627
Shrirampur,SUGARCANE,0.95126366
Shrirampur,SUGARCANE,0.900484819
Shrirampur,SUGARCANE,0.893821348
Shrirampur,SUGARCANE,0.943724705
Shrirampur,SUGARCANE,0.799388284
Shrirampur,SUGARCANE,0.839377073
Shrirampur,SUGARCANE,0.716044431
Shrirampur,SUGARCANE,0.949639009
Shrirampur,SUGARCANE,0.894493186
Shrirampur,SUGARCANE,0.926861916
Shrirampur,SUGARCANE,0.899709792
Shrirampur,SUGARCANE,0.818650908
Shrirampur,SUGARCANE,0.800244621
Shrirampur,SUGARCANE,0.784243692
Shrirampur,SUGARCANE,0.890447806
Shrirampur,SUGARCANE,0.981781843
Shrirampur,SUGARCANE,0.85274397
Shrirampur,SUGARCANE,0.852411404
Shrirampur,SUGARCANE,0.875714421
Shrirampur,SUGARCANE,0.810395133
Shrirampur,SUGARCANE,0.711484392
Shrirampur,SUGARCANE,0.971782486
Shrirampur,SUGARCANE,0.715135139
Shrirampur,SUGARCANE,0.712761752
Shrirampur,SUGARCANE,0.750933873
Shrirampur,SUGARCANE,0.986666565
Shrirampur,SUGARCANE,0.801092266
Shrirampur,SUGARCANE,0.88532324
Shrirampur,SUGARCANE,0.764347264
Shrirampur,SUGARCANE,0.873482648
Shrirampur,SUGARCANE,0.948333348
Shrirampur,SUGARCANE,0.732927151
Shrirampur,SUGARCANE,0.976367806
Shrirampur,SUGARCANE,0.77227085
Shrirampur,SUGARCANE,0.99079213
Shrirampur,SUGARCANE,0.706080843
Shrirampur,SUGARCANE,0.925463234
Shrirampur,SUGARCANE,0.992669734
Shrirampur,SUGARCANE,0.955083165
Shrirampur,SUGARCANE,0.798982782
Shrirampur,SUGARCANE,0.772744201
Shrirampur,SUGARCANE,0.789925754
Shrirampur,SUGARCANE,0.895101835
Shrirampur,SUGARCANE,0.985527215
Shrirampur,SUGARCANE,0.91708152
Shrirampur,SUGARCANE,0.922134779
Shrirampur,SUGARCANE,0.92336968
Shrirampur,SUGARCANE,0.785560832
Shrirampur,SUGARCANE,0.717590726
Shrirampur,SUGARCANE,0.731384889
Shrirampur,SUGARCANE,0.745866584
Shrirampur,SUGARCANE,0.848384878
Shrirampur,SUGARCANE,0.957984114
Shrirampur,SUGARCANE,0.907958376
Shrirampur,SUGARCANE,0.757945052
Shrirampur,SUGARCANE,0.850220684
Shrirampur,SUGARCANE,0.990078285
Shrirampur,SUGARCANE,0.73151006
Shrirampur,SUGARCANE,0.802007024
Shrirampur,SUGARCANE,0.716480899
Shrirampur,SUGARCANE,0.992021254
Shrirampur,SUGARCANE,0.991329843
Shrirampur,SUGARCANE,0.763125465
Shrirampur,SUGARCANE,0.759130289
Shrirampur,SUGARCANE,0.73366323
Shrirampur,SUGARCANE,0.719092283
Shrirampur,SUGARCANE,0.777269417
Shrirampur,SUGARCANE,0.708108805
Shrirampur,SUGARCANE,0.793173122
Shrirampur,SUGARCANE,0.808699658
Shrirampur,SUGARCANE,0.862771929
Shrirampur,SUGARCANE,0.940046626
Shrirampur,SUGARCANE,0.901113877
Shrirampur,SUGARCANE,0.813074939
Shrirampur,SUGARCANE,0.885842135
Shrirampur,SUGARCANE,0.899066584
Shrirampur,SUGARCANE,0.9139656
Shrirampur,SUGARCANE,0.776752013
Shrirampur,SUGARCANE,0.818427194
Shrirampur,SUGARCANE,0.997143121
Shrirampur,SUGARCANE,0.827651835
Shrirampur,SUGARCANE,0.88725773
Shrirampur,SUGARCANE,0.967095818
Shrirampur,SUGARCANE,0.834993274
Shrirampur,SUGARCANE,0.83472353
Shrirampur,SUGARCANE,0.791477351
Shrirampur,SUGARCANE,0.95092505
Shrirampur,SUGARCANE,0.874506808
Shrirampur,SUGARCANE,0.948103236
Shrirampur,SUGARCANE,0.741264639
Shrirampur,SUGARCANE,0.728308296
Shrirampur,SUGARCANE,0.902168394
Shrirampur,SUGARCANE,0.993572995
Shrirampur,SUGARCANE,0.742473561
Shrirampur,SUGARCANE,0.945302093
Shrirampur,SUGARCANE,0.886440618
Shrirampur,SUGARCANE,0.708879181
Shrirampur,SUGARCANE,0.862254364
Shrirampur,SUGARCANE,0.947046188
Shrirampur,SUGARCANE,0.84649571
Shrirampur,SUGARCANE,0.979296536
Shrirampur,SUGARCANE,0.764962052
Shrirampur,SUGARCANE,0.73852708
Shrirampur,SUGARCANE,0.875873772
Shrirampur,SUGARCANE,0.950109111
Shrirampur,SUGARCANE,0.901017938
Shrirampur,SUGARCANE,0.716394764
Shrirampur,SUGARCANE,0.993908869
Shrirampur,SUGARCANE,0.729075809
Shrirampur,SUGARCANE,0.977353525
Shrirampur,SUGARCANE,0.82293915
Shrirampur,SUGARCANE,0.980193817
Shrirampur,SUGARCANE,0.780682605
Shrirampur,SUGARCANE,0.702648806
Shrirampur,SUGARCANE,0.741623058
Shrirampur,SUGARCANE,0.762032618
Shrirampur,SUGARCANE,0.76525358
Shrirampur,SUGARCANE,0.837367481
Shrirampur,SUGARCANE,0.723981935
Shrirampur,SUGARCANE,0.911555429
Shrirampur,SUGARCANE,0.795551957
Shrirampur,SUGARCANE,0.862142003
Shrirampur,SUGARCANE,0.924666801
Shrirampur,SUGARCANE,0.777717271
Shrirampur,SUGARCANE,0.95417663
Nevasa,SUGARCANE,0.986385085
Nevasa,SUGARCANE,0.909446585
Nevasa,SUGARCANE,0.770304309
Nevasa,SUGARCANE,0.917605378
Nevasa,SUGARCANE,0.767986118
Nevasa,SUGARCANE,0.883565328
Nevasa,SUGARCANE,0.84981132
Nevasa,SUGARCANE,0.834057952
Nevasa,SUGARCANE,0.811928361
Nevasa,SUGARCANE,0.771656965
Nevasa,SUGARCANE,0.981885061
Nevasa,SUGARCANE,0.75744271
Nevasa,SUGARCANE,0.755360652
Nevasa,SUGARCANE,0.80606771
Nevasa,SUGARCANE,0.936410076
Nevasa,SUGARCANE,0.810677288
Nevasa,SUGARCANE,0.73593191
Nevasa,SUGARCANE,0.955143371
Nevasa,SUGARCANE,0.774406181
Nevasa,SUGARCANE,0.88433206
Nevasa,SUGARCANE,0.785792433
Nevasa,SUGARCANE,0.853395413
Nevasa,SUGARCANE,0.767578506
Nevasa,SUGARCANE,0.74135688
Nevasa,SUGARCANE,0.844565036
Nevasa,SUGARCANE,0.759765887
Nevasa,SUGARCANE,0.955089396
Nevasa,SUGARCANE,0.979196406
Nevasa,SUGARCANE,0.973577486
Nevasa,SUGARCANE,0.998943937
Nevasa,SUGARCANE,0.729777207
Nevasa,SUGARCANE,0.946710264
Nevasa,SUGARCANE,0.960493479
Nevasa,SUGARCANE,0.860016641
Nevasa,SUGARCANE,0.953310077
Nevasa,SUGARCANE,0.95752479
Nevasa,SUGARCANE,0.952858008
Nevasa,SUGARCANE,0.729843291
Nevasa,SUGARCANE,0.894063836
Nevasa,SUGARCANE,0.985011399
Nevasa,SUGARCANE,0.738711505
Nevasa,SUGARCANE,0.713247588
Nevasa,SUGARCANE,0.752153815
Nevasa,SUGARCANE,0.700002203
Nevasa,SUGARCANE,0.762614622
Nevasa,SUGARCANE,0.76843987
Nevasa,SUGARCANE,0.711605557
Nevasa,SUGARCANE,0.842027361
Nevasa,SUGARCANE,0.90609612
Nevasa,SUGARCANE,0.810084139
Nevasa,SUGARCANE,0.762940784
Nevasa,SUGARCANE,0.748167835
Nevasa,SUGARCANE,0.875438235
Nevasa,SUGARCANE,0.710590358
Nevasa,SUGARCANE,0.960717581
Nevasa,SUGARCANE,0.885130653
Nevasa,SUGARCANE,0.86547178
Nevasa,SUGARCANE,0.868214503
Nevasa,SUGARCANE,0.880198302
Nevasa,SUGARCANE,0.810870598
Nevasa,SUGARCANE,0.794450931
Nevasa,SUGARCANE,0.713156419
Nevasa,SUGARCANE,0.991415652
Nevasa,SUGARCANE,0.841138631
Nevasa,SUGARCANE,0.817376506
Nevasa,SUGARCANE,0.898265548
Nevasa,SUGARCANE,0.732015321
Nevasa,SUGARCANE,0.787402979
Nevasa,SUGARCANE,0.724167165
Nevasa,SUGARCANE,0.996431388
Nevasa,SUGARCANE,0.956286454
Nevasa,SUGARCANE,0.934067698
Nevasa,SUGARCANE,0.85832649
Nevasa,SUGARCANE,0.905714364
Nevasa,SUGARCANE,0.904733263
Nevasa,SUGARCANE,0.828985109
Nevasa,SUGARCANE,0.737082373
Nevasa,SUGARCANE,0.758806169
Nevasa,SUGARCANE,0.944848765
Nevasa,SUGARCANE,0.84638355
Nevasa,SUGARCANE,0.979018248
Nevasa,SUGARCANE,0.998909571
Nevasa,SUGARCANE,0.838945904
Nevasa,SUGARCANE,0.921587667
Nevasa,SUGARCANE,0.985164288
Nevasa,SUGARCANE,0.827034934
Nevasa,SUGARCANE,0.82750222
Nevasa,SUGARCANE,0.976268227
Nevasa,SUGARCANE,0.728674726
Nevasa,SUGARCANE,0.874262654
Nevasa,SUGARCANE,0.984398174
Nevasa,SUGARCANE,0.919584313
Nevasa,SUGARCANE,0.798444934
Nevasa,SUGARCANE,0.837912796
